@relation metrics+reasoning_time

@attribute ontology string
@attribute SOV numeric
@attribute ENR numeric
@attribute EOG numeric
@attribute RCH numeric
@attribute CYC numeric
@attribute ESUB numeric
@attribute SUPECHN numeric
@attribute ELCLSPRT numeric
@attribute ELAXPRT numeric
@attribute HLC numeric
@attribute RHLC numeric
@attribute IHR numeric
@attribute IND numeric
@attribute aNOC numeric
@attribute tNOC numeric
@attribute aCID numeric
@attribute mCID numeric
@attribute aCOD numeric
@attribute tCOD numeric
@attribute aNOP numeric
@attribute CONJP numeric
@attribute UFP numeric
@attribute EF numeric
@attribute EFP numeric
@attribute OBPP numeric
@attribute DTPP numeric
@attribute FUNP numeric
@attribute CHNP numeric
@attribute ELPROP numeric
@attribute reasoning_time numeric

@data
ore_ont_16759.owl,0.491474,0.0802,0.396444,0.187224,0.558605,0.194933,0.37363,0.964031,0.950796,0.368171,0.021936,0.444651,0.528289,0.199036,0.565794,0.076576,0.31027,0.093542,0.532368,0.081028,0.0766,0,0.50201,0.7491,1,0,0,0.017577,1,5.870238
ore_ont_9240.owl,0.317811,0.053259,0.242513,0.103648,0.369353,0.083588,0.442485,0.963124,0.967033,0.321289,0.075714,0.29569,0,0.1888,0.460138,0.053421,0.414171,0.06022,0.403609,0.043875,0.202,0.202,0.320729,0.596,0.5152,0.4848,0,0,0.714286,4.80675
ore_ont_955.owl,0.74775,0.076643,0.295213,0.252385,0.743712,0.371485,0.729784,1,1,0.729662,0.276669,0,0.794172,0.219519,0.780844,0.101359,0.817055,0.111217,0.772269,0.096399,0,0,0.789228,1,1,0,0,0,0.666667,8.759669
ore_ont_13299.owl,0.462229,0.057396,0.303711,0.04654,0.472138,0.081562,0.485754,0.98471,0.984889,0.348236,0.024436,0.242292,0.231827,0.200005,0.559217,0.061297,0.442352,0.056404,0.507723,0.045909,0.2431,0.011,0.347086,0.4586,0.6746,0.3254,0.0118,0,0.918635,6.652863
ore_ont_9318.owl,0.684448,0.035845,0.024933,0.00008,0.710192,0,0,0.999912,0.999905,0,0,0,0,0.200607,0.710868,0.048606,0.217962,0.03431,0.667977,0.03933,0,0,0,0,0,0,0,0,0,7.373584
ore_ont_14154.owl,0.650275,0.278324,0.499064,0.643815,0.785979,0,0,0.800775,1,0,0,0,0.754484,0.091493,0.446697,0.522901,0.777088,0.154534,0.496971,0.029694,0.2701,0.2813,0.496254,0.4486,0.9565,0.0435,0.0435,0,0.866667,8.625629
ore_ont_7858.owl,0.531978,0.041388,0.200554,0.293632,0.539803,0.997242,0.603999,1,1,0,0,0,0.718833,0.150265,0.603011,0.126559,0.735909,0.063201,0.589441,0.028949,0,0,0.633084,1,1,0,0,0,0,6.532819
ore_ont_14185.owl,0.304672,0.028906,0.12492,0,0.046301,0,0,1,1,0,0,0,0.456928,0.187487,0.387508,0.123894,0.394515,0.025684,0.305307,0.029451,0,0,0,0,0,0,0,0,0,4.536177
ore_ont_630.owl,0.246797,0.06202,0.333834,0.237757,0.378965,0.581549,0.416809,1,1,0,0,0,0.428987,0.19643,0.428119,0.096214,0.358179,0.089442,0.376404,0.070926,0,0,0.38367,1,1,0,0,0,0,4.578142
ore_ont_1965.owl,0.491687,0.082462,0.40224,0.18879,0.56119,0.195076,0.373882,0.962666,0.94951,0.368171,0.021427,0.444651,0.52858,0.198979,0.566031,0.076501,0.31027,0.09373,0.532747,0.081057,0.0757,0,0.502524,0.7448,1,0,0,0.01761,1,5.898069
ore_ont_1517.owl,0.478901,0.078817,0.395406,0.153297,0.527347,0.026922,0.193545,0.860024,0.839344,0.383512,0.030429,0.425908,0.521452,0.192376,0.546975,0.083966,0.311171,0.086835,0.51178,0.065721,0,0.479,0.352491,0.1698,0.9398,0.0602,0,0,0.844444,5.80413
ore_ont_2063.owl,0.290328,0.060309,0.337591,0,0.358122,0,0,1,1,0,0,0,0,0.230313,0.455999,0.064947,0.30067,0.0656,0.380085,0.075221,0,0,0,0,0,0,0,0,0,4.59512
ore_ont_15871.owl,0.447731,0.24968,0.484876,0,0.636783,0,0,1,1,0,0,0,0.600076,0.18253,0.323002,0.541418,0.605074,0.024174,0.234383,0.027719,0,0,0,0,0.7692,0.2308,0.3077,0,0.9375,5.796058
ore_ont_13776.owl,0.477763,0.079032,0.395938,0.155502,0.526998,0.025867,0.176717,0.856588,0.837684,0.37971,0.028927,0.425199,0.522657,0.192109,0.545381,0.08468,0.311171,0.086997,0.510195,0.065688,0,0.4712,0.348013,0.1615,0.94,0.06,0,0,0.838897,5.794029
ore_ont_9943.owl,0.483749,0.028746,0.100671,0,0,0,0,1,1,0,0,0,0,0.191801,0.57015,0.043754,0.406478,0.02523,0.509065,0.028931,0,0,0,0,0,0,0,0,0,5.373734
ore_ont_6443.owl,0.50003,0.062979,0.356586,0.122794,0.531028,0.094968,0.289995,0.973514,0.974545,0.339286,0.014698,0.35416,0.530359,0.195444,0.570268,0.072617,0.30936,0.075409,0.531385,0.069696,0,0,0.481805,0.8041,1,0,0,0,0.887821,5.679034
ore_ont_7203.owl,0.511472,0.054923,0.263564,0.145082,0.542734,0.271234,0.561677,0.998815,0.997948,0.490376,0.073981,0.04651,0.642901,0.206496,0.605394,0.108486,0.58148,0.082444,0.568367,0.068686,0.1513,0,0.53347,0.8412,1,0,0.0256,0,0.7,6.721024
ore_ont_12925.owl,0.314741,0.098608,0.431376,0.238503,0.446517,0.002294,0,0.740138,0.649515,0.325792,0.056864,0.332535,0.343389,0.194731,0.45228,0.079184,0.246186,0.115566,0.415633,0.092077,0,0.5258,0.086059,0.0103,0.7065,0.2935,0,0,0.852459,4.804021
ore_ont_5690.owl,0.558454,0.064112,0.261695,0.347373,0.575308,1,0,1,1,0,0,0,0,0.082235,0.576909,0.016934,0.191654,0.070475,0.618682,0.030063,0,0,0.673133,1,1,0,0,0,0,6.028279
ore_ont_14818.owl,0.449981,0.085974,0.411871,0.175701,0.521252,0.018305,0.147131,0.823004,0.774469,0.391782,0.045902,0.388505,0.37384,0.194005,0.55095,0.068643,0.268634,0.098461,0.520395,0.074767,0,0.6492,0.312476,0.0841,0.8468,0.1532,0,0,0.81759,5.57973
ore_ont_10906.owl,0.213634,0.702875,0.631914,0.453431,0.640077,0.039474,0.073565,0.855519,0.833333,0.140703,0.004754,0.166737,0.380587,0.111703,0.290111,0.153685,0.287424,0.126704,0.29053,0.030049,0.3788,0,0.248952,0.3485,0.8286,0.1714,0,0,0.647059,4.672829
ore_ont_12221.owl,0.615065,0.064306,0.368095,0.264089,0.606751,0.97574,0.667493,1,1,0,0,0,0,0.168339,0.66695,0.050395,0.250068,0.070719,0.653865,0.043255,0.0003,0,0.688044,0.9997,1,0,0,0.583333,1,6.856813
ore_ont_5220.owl,0.256797,0.029706,0.094845,0,0.189252,0,0,1,1,0,0,0,0.537127,0.194991,0.41729,0.178862,0.471549,0.029821,0.336995,0.034195,0,0,0,0,0,0,0,0,0,4.697445
ore_ont_4460.owl,0.555007,0.06159,0.380924,0,0.540849,0,0,1,1,0,0,0,0,0.232035,0.636805,0.065895,0.23329,0.067239,0.584292,0.077101,0,0,0,0,0,0,0,0,0,6.144901
ore_ont_13000.owl,0.511776,0.112594,0.297353,0.427349,0.616709,0.566923,0.579687,1,1,0,0,0,0,0.203031,0.629318,0.07713,0.508627,0.132573,0.61814,0.101636,0,0,0.661506,1,1,0,0,0,0,6.001415
ore_ont_16267.owl,0.220045,0.077462,0.380603,0.305563,0.352224,0.290698,0,1,1,0,0,0.351006,0.377065,0.191991,0.344175,0.102978,0.237819,0.10452,0.290262,0.080828,0,0,0.307998,1,1,0,0,0,1,4.481118
ore_ont_12379.owl,0.165666,0.148252,0.263587,0.526919,0.421123,0.649635,0.39302,1,1,0,0,0,0,0.243498,0.421301,0.101019,0.372451,0.180479,0.381381,0.154088,0,0,0.413459,1,1,0,0,0,1,4.481118
ore_ont_15372.owl,0.673514,0.202483,0.35624,0,0.755081,0,0,1,1,0,0,0.716211,0.769786,0.190567,0.351826,0.723273,0.73402,0.024513,0.262692,0.028109,0,0,0,0,0.8333,0.1667,0,0,0.966667,7.171913
ore_ont_14153.owl,0.368213,0.090674,0.370509,0.132278,0.469468,0.112952,0.130302,1,0.973778,0.384151,0.091164,0.402193,0,0.208013,0.50741,0.078724,0.376166,0.104664,0.466418,0.067504,0.8884,0,0.255222,0.1116,1,0,0,0,1,4.912655
ore_ont_637.owl,0.251002,0.09933,0.397401,0.12717,0.399713,0.243073,0.332322,1,1,0,0,0,0,0.253903,0.446029,0.085239,0.323607,0.11855,0.380655,0.120768,0.0156,0,0.325785,0.9844,1,0,0,0.25,1,4.553877
ore_ont_16511.owl,0.628167,0.232743,0.332386,0.300325,0.740304,0,0,0.653247,0.571429,0.124609,0.000036,0.570976,0.739686,0.141491,0.180863,1,0.683468,0.051667,0.110649,0.059245,0,0,0,0,0.6744,0.3256,0.0465,0,0.830508,6.357842
ore_ont_4188.owl,0.483691,0.073078,0.379509,0.150962,0.522735,0.027085,0.251857,0.86252,0.844951,0.365037,0.022919,0.332535,0.529332,0.194661,0.557355,0.083601,0.30936,0.088357,0.522934,0.068053,0,0.5025,0.36306,0.172,0.9139,0.0861,0,0,0.770386,5.720312
ore_ont_16054.owl,0.197642,0.050249,0.20837,0.215696,0.359672,0,0,1,1,0,0,0,0.489167,0.163341,0.376094,0.1696,0.415924,0.104758,0.342968,0.033265,0.9718,0,0.086059,0.0282,1,0,0,0,0,4.591747
ore_ont_16847.owl,0.213029,0.159707,0.478312,0.483603,0.453563,0.245098,0.245319,0.872307,0.424403,0.310707,0.080663,0.310989,0,0.127006,0.382481,0.112091,0.215102,0.200512,0.411386,0.052772,0.2355,0.095,0.380082,0.5248,1,0,0,0,1,4.981321
ore_ont_1342.owl,0.141272,0.10337,0.40691,0.516507,0.343841,0,0,0.457256,0.403509,0.103063,0.007403,0.073717,0.189643,0.172198,0.308232,0.12185,0.174431,0.126664,0.269708,0.096282,0.0526,0.1579,0,0,0.7973,0.2027,0.0135,0,0.945205,4.488636
ore_ont_8142.owl,0.287815,0.186571,0.511813,0.659679,0.513049,0.136364,0.340261,0.494942,0.41691,0.374938,0.075344,0.333937,0.409118,0.190074,0.424159,0.140301,0.274459,0.195332,0.416897,0.120028,0.0577,0.2802,0.353357,0.2473,0.8186,0.1814,0,0,0.867308,4.870095
ore_ont_13937.owl,0.714386,0.155478,0.393679,0.013874,0.772807,0.315297,0.461067,1,1,0.672137,0.160325,0.657682,0.217701,0.317831,0.778919,0.114082,0.741827,0.187652,0.756206,0.213307,0.324,0,0.484109,0.676,1,0,0,0.458333,1,8.538106
ore_ont_13545.owl,0.387054,0.125443,0.459655,0.094192,0.514694,0.001208,0,0.935151,0.913377,0.302725,0.01984,0.305564,0.383948,0.238426,0.522118,0.086297,0.251942,0.114538,0.472152,0.102398,0.3558,0.0675,0.108595,0.0184,0.9873,0.0127,0.0759,0.251055,0.820896,5.879601
ore_ont_7823.owl,0.586626,0.028737,0.000797,0.000072,0,1,0,1,1,0,0,0,0,0.191962,0.640171,0.043848,0.724767,0.025259,0.588105,0.028952,0,0,0.054297,1,1,0,0,0.212121,0.777778,6.452575
ore_ont_12764.owl,0.303352,0.094197,0.422119,0.24026,0.437978,0.485871,0.460724,1,1,0,0,0,0,0.220064,0.477576,0.074287,0.246186,0.109288,0.428537,0.095544,0,0,0.42965,1,1,0,0,0,0,4.660289
ore_ont_13124.owl,0.454357,0.070423,0.302642,0.189624,0.557616,0.436008,0.535065,1,1,0.515314,0.123839,0.356183,0.641452,0.259669,0.592878,0.149666,0.62629,0.134662,0.550455,0.133151,0,0,0.526803,1,1,0,0,0,1,5.836758
ore_ont_9867.owl,0.101464,0.077531,0.360438,0.167438,0.27237,0.335821,0.203867,1,1,0,0,0,0,0.216602,0.32761,0.068123,0.225986,0.096639,0.255384,0.089407,0,0,0.230652,1,1,0,0,0,1,4.410776
ore_ont_12012.owl,0.690218,0.137554,0.484203,0.214359,0.73983,0.458357,0.682652,0.972319,0.961152,0,0,0,0,0.287027,0.765707,0.107179,0.600444,0.164438,0.745325,0.166459,0,0.1174,0.716916,0.8826,1,0,0,0,1,8.137883
ore_ont_7327.owl,0.342958,0.078917,0.397508,0.155168,0.435955,0.002075,0,0.831416,0.808267,0.260017,0.017582,0.18604,0.356988,0.180409,0.458971,0.067541,0.237819,0.083889,0.417695,0.061696,0,0.3871,0.086059,0.0129,0.7907,0.2093,0,0,0.80117,4.87265
ore_ont_12801.owl,0.3789,0.050613,0.214358,0.232892,0.478587,0.232377,0.432568,1,0.990773,0.255441,0.004201,0.107993,0.616096,0.183511,0.509553,0.159497,0.546408,0.099866,0.479998,0.055478,0.4082,0,0.443606,0.5918,1,0,0.0208,0,0.814815,5.367532
ore_ont_13233.owl,0.664643,0.09071,0.34262,0.463712,0.6735,0.253101,0.450882,1,1,0.366936,0.003519,0.647737,0.748462,0.058041,0.534367,0.114948,0.665698,0.093257,0.610397,0.040908,0.0409,0,0.673437,0.9591,1,0,0,0.458333,1,7.995194
ore_ont_8634.owl,0.674365,0.113204,0.449964,0.210038,0.707968,0.180767,0.662896,1,0.99991,0,0,0,0,0.254,0.741943,0.089701,0.476997,0.133287,0.720888,0.12907,0,0,0.712228,1,1,0,0,0,1,7.677709
ore_ont_10481.owl,0.49197,0.077076,0.387734,0.189731,0.555608,0.19582,0.366994,0.962362,0.949425,0.367143,0.022132,0.422658,0.529618,0.198928,0.565919,0.076782,0.31027,0.093936,0.532736,0.081214,0.0742,0,0.502908,0.7457,1,0,0,0.017381,1,5.867412
ore_ont_10326.owl,0.424693,0.087447,0.41323,0.262643,0.514059,0.604878,0.530223,1,1,0.480731,0.240355,0,0,0.198659,0.552178,0.065069,0.268634,0.100777,0.520268,0.081847,0,0,0.535347,1,1,0,0,0,0.909091,5.298317
ore_ont_3658.owl,0.73017,0.283885,0.497335,0.674627,0.841583,0,0,0.791467,1,0,0,0,0.815638,0.085239,0.46175,0.601235,0.843529,0.15784,0.521494,0.029381,0.2966,0.281,0.519309,0.4223,0.963,0.037,0.037,0,0.866667,9.504029
ore_ont_15133.owl,0.827182,0.050413,0.171433,0.273516,0.699774,0.215678,0.651382,1,1,0.557417,0.015902,0.55243,0.878643,0.262352,0.723816,0.24187,0.85371,0.152415,0.704115,0.145561,0.0006,0,0.707709,0.9994,1,0,0,1,1,8.455601
ore_ont_3313.owl,0.429487,0.047946,0.274968,0.122275,0.420139,0.161341,0.420673,1,1,0,0,0,0.564562,0.231807,0.478046,0.168735,0.456161,0.095784,0.417646,0.094291,0,0,0.371693,1,1,0,0,0,0,5.010635
ore_ont_1834.owl,0.220045,0.15753,0.446936,0.506103,0.433667,0.283237,0.289108,0.791804,0.808989,0.314117,0.070677,0.259756,0,0.201239,0.34456,0.197533,0.251942,0.132006,0.296939,0.110557,0,0,0.306447,0.6282,0.9734,0.0266,0.0038,0,0.83,4.550362
ore_ont_14312.owl,0.649854,0.099589,0.431111,0.132832,0.671545,0.298312,0.651935,1,1,0,0,0,0,0.25141,0.718208,0.084394,0.589343,0.115777,0.688191,0.116992,0,0,0.649731,1,1,0,0,0,1,7.384196
ore_ont_8068.owl,0.641772,0.042273,0.131568,0.178319,0.670271,0.15527,0.613004,1,0.99993,0.563779,0.017354,0.517922,0.883707,0.24198,0.712386,0.24775,0.85644,0.116839,0.686405,0.111843,0.0196,0,0.668942,0.9804,1,0,0,0,1,8.767692
ore_ont_15583.owl,0.385393,0.142495,0.347737,0.541026,0.568956,0,0,1,1,0,0,0,0.177291,0,0,0.066678,0.433265,0.172394,0.550464,0.02892,0.5913,0,0.523832,0.4087,1,0,0,0,0,5.137757
ore_ont_15224.owl,0.457597,0.103834,0.192984,0.006432,0.536911,0.003884,0,1,1,0,0,0,0,0.282436,0.590853,0.093993,0.480324,0.121885,0.533113,0.13897,0.0833,0,0.245618,0.9167,1,0,0,0,0,5.52678
ore_ont_10908.owl,0.301401,0.08503,0.411808,0.191904,0.42293,0.027913,0.434835,0.867787,0.905594,0.337665,0.090248,0.278003,0.217701,0.187883,0.448503,0.071154,0.209062,0.082765,0.401179,0.053884,0.071,0.3613,0.303249,0.3032,1,0,0.022,0.179487,0.901639,4.967496
ore_ont_14816.owl,0.182744,0.111676,0.228139,0,0.357175,0,0,1,0,0,0,0,0.102497,0,0,0.108358,0.327364,0.02396,0.22085,0.027474,0,0,0,0,1,0,0,0,1,4.454347
ore_ont_1330.owl,0.660076,0.083628,0.29215,0.363696,0.659375,0.488905,0.651899,1,1,0.580185,0.104038,0.60359,0.739542,0.259958,0.663389,0.175186,0.702799,0.184376,0.648875,0.15841,0.4245,0,0.617043,0.5755,1,0,0,0.527778,1,7.087574
ore_ont_16750.owl,0.411131,0.250337,0.497578,0.603844,0.615363,0,0,0.852159,1,0,0,0,0.568962,0.098203,0.360529,0.355521,0.576764,0.143149,0.388719,0.029285,0.2761,0.2222,0.392506,0.5017,1,0,0.0526,0,0.866667,4.822966
ore_ont_9249.owl,0.35741,0.248065,0.529977,0.53879,0.577541,0,0,0.876029,1,0,0,0,0.5261,0.109975,0.337266,0.346398,0.528731,0.134941,0.348874,0.029486,0.2761,0.2086,0.348013,0.5153,0.9565,0.0435,0.0435,0,0.866667,5.362856
ore_ont_5376.owl,0.339927,0.080378,0.410708,0.252436,0.44593,0.745932,0.487852,1,1,0,0,0,0,0.196338,0.492699,0.06328,0.209062,0.091494,0.450331,0.071472,0,0,0.463865,1,1,0,0,0,1,4.781921
ore_ont_6967.owl,0.219479,0.151724,0.504392,0.512568,0.457289,0.2675,0.261957,0.756557,0.732906,0.30329,0.111995,0.252375,0.051249,0.148068,0.400321,0.109996,0.199069,0.205335,0.418632,0.07168,0.2428,0.0109,0.38654,0.5,0.6182,0.3818,0.1636,0.212121,0.983871,5.068904
ore_ont_258.owl,0.197642,0.028768,0.200909,0,0,0,0,1,1,0,0,0,0,0.189471,0.374397,0.042472,0.268634,0.025259,0.28918,0.028963,0,0,0,0,0,0,0,0,0,4.446565
ore_ont_15878.owl,0.494725,0.203285,0.518982,0.451603,0.671217,0.432687,0.554679,1,0.99989,0.194961,0.000568,0.166737,0,0.260228,0.644482,0.145109,0.548578,0.249128,0.650118,0.163618,0.6219,0,0.57881,0.3781,1,0,0,0,1,6.500789
ore_ont_13704.owl,0.129235,0.128993,0.468519,0.294318,0.344613,0,0,0.662879,0.714286,0,0,0,0.284666,0.068376,0.13888,0.220191,0.158606,0.105853,0.146837,0.035555,0,0,0,0,0.6341,0.3659,0.7073,0,0.981982,4.481118
ore_ont_12957.owl,0.100516,0.029878,0.121373,0,0.046301,0,0,1,1,0,0,0,0,0.176322,0.30053,0.038429,0.235586,0.023804,0.212298,0.027295,0,0,0,0,1,0,0.5,0,1,4.406719
ore_ont_9122.owl,0.333213,0.926995,0.419019,0.573533,0.792454,0.64268,0,0.864716,0.846154,0,0,0,0.492458,0.160105,0.400819,0.093015,0.346863,0.150199,0.391155,0.106713,0.0036,0,0.423919,0.7936,1,0,0,0,0,5.927815
ore_ont_7610.owl,0.333658,0.138626,0.489891,0.30491,0.493151,0,0,0.751049,0.371981,0.088773,0.000624,0,0.466397,0.147349,0.30272,0.243055,0.313815,0.173104,0.296693,0.046291,0.2632,0.3421,0,0,0.6522,0.3478,0.1304,0,0.872727,4.965173
ore_ont_10270.owl,0.481866,0.078869,0.394969,0.156296,0.529623,0.033333,0.193545,0.863583,0.845742,0.381722,0.028819,0.424483,0.522468,0.191028,0.549109,0.083369,0.311171,0.087295,0.515127,0.065334,0,0.4632,0.372371,0.2065,0.9394,0.0606,0,0,0.845152,5.818103
ore_ont_6726.owl,0.685555,0.161405,0.394538,0.048598,0.741678,0.436737,0,1,1,0.67114,0.214354,0.656736,0,0.309058,0.758684,0.110513,0.74111,0.194926,0.739505,0.219309,0,0,0.592785,1,1,0,0,0,0.666667,7.881182
ore_ont_9654.owl,0.791977,0.280955,0.466243,0.671762,0.882524,0,0,0.77768,0.997266,0.124609,0.000005,0.754269,0.862404,0.085647,0.489139,0.630732,0.894432,0.158485,0.552286,0.029282,0.2841,0.2987,0.549291,0.415,0.9932,0.0068,0.0137,0.527397,0.908397,14.403298
ore_ont_12253.owl,0.156406,0.130959,0.414326,0.542306,0.384681,0.214815,0.229947,0.5999,0.588957,0.310707,0.159948,0.18604,0.204995,0.171871,0.328103,0.129571,0.217962,0.147245,0.300539,0.092468,0,0.2222,0.261027,0.3333,0.9885,0.0115,0,0,0.792208,4.608498
ore_ont_13413.owl,0.298272,0.078826,0.335742,0.361837,0.470525,0.700332,0.47893,1,1,0.428379,0.155822,0,0.521324,0.230122,0.488697,0.134785,0.46571,0.141961,0.449326,0.122064,0,0,0.469535,1,1,0,0,0,1,4.846808
ore_ont_6892.owl,0.482198,0.078261,0.393788,0.154685,0.528922,0.025323,0.193545,0.856741,0.839307,0.384626,0.030056,0.425673,0.52158,0.19221,0.550371,0.082651,0.311171,0.085849,0.515277,0.065255,0,0.4919,0.351616,0.158,0.9385,0.0615,0,0,0.846491,5.84161
ore_ont_7507.owl,0.751072,0.222111,0.47101,0.59748,0.875211,0.825415,0.83155,1,0.999998,0.801604,0.304151,0.806535,0,0.352208,0.87106,0.15432,0.785126,0.272678,0.876359,0.270202,0,0,0.903579,1,1,0,0,0,0.92623,9.574219
ore_ont_4412.owl,0.72747,0.042719,0.116895,0.296397,0.768197,0.285527,0.748031,1,0.999506,0.612904,0.009728,0.5611,0.987756,0.252971,0.784747,0.293015,0.980274,0.149999,0.776249,0.137948,0.0268,0,0.787763,0.9732,1,0,0.0083,0.30854,0.916129,9.946164
ore_ont_8475.owl,0.748739,0.233342,0.362119,0.541483,0.870151,0.35718,0.762214,0.994524,0.985766,0.525956,0.008323,0.431215,0.529216,0.252358,0.82389,0.109053,0.754911,0.194945,0.837485,0.165056,0.1212,0,0.872351,0.8696,1,0,0,0.052469,1,9.965648
ore_ont_4938.owl,0.603526,0.08662,0.340721,0.296238,0.6259,0.40827,0.630239,1,1,0.454608,0.025294,0.410817,0.680332,0.247242,0.641218,0.141574,0.624986,0.15658,0.61923,0.135625,0.3603,0,0.589264,0.6397,1,0,0,0.152174,1,6.643356
ore_ont_10749.owl,0.500144,0.075183,0.381761,0.17909,0.560345,0.190552,0.378736,0.963989,0.95063,0.352802,0.016696,0.378808,0.529733,0.200508,0.57679,0.076112,0.30936,0.093217,0.543873,0.081869,0.0742,0,0.509979,0.7431,1,0,0,0.016714,1,5.956701
ore_ont_3237.owl,0.590318,0.157254,0.496726,0.324876,0.695924,0.342633,0.681989,0.995455,0.995981,0,0,0,0,0.26738,0.699857,0.11615,0.503716,0.189642,0.688704,0.156668,0.4226,0,0.646063,0.5646,1,0,0,0,1,8.228533
ore_ont_6108.owl,0.614061,0.050524,0.185055,0.233742,0.668787,0.208376,0.619433,1,0.999916,0.568957,0.030547,0.51696,0.840158,0.248508,0.700253,0.215841,0.794995,0.133771,0.676485,0.125812,0.0194,0,0.672784,0.9806,1,0,0.0115,0,0.850575,8.505728
ore_ont_4363.owl,0.492217,0.082893,0.403773,0.190129,0.562069,0.196567,0.366994,0.96232,0.949341,0.367143,0.020877,0.447861,0.530642,0.198816,0.565808,0.076768,0.311171,0.093914,0.53266,0.081131,0.0741,0,0.503035,0.7461,1,0,0,0.017348,1,5.898984
ore_ont_12522.owl,0.633693,0.223613,0.461822,0.381562,0.752521,0.704689,0.448447,1,1,0.429719,0.004801,0.676978,0.73723,0.180177,0.534902,0.362987,0.631994,0.147178,0.529661,0.112821,0.2972,0,0.527272,0.7028,1,0,0,0.12069,1,6.371612
ore_ont_4074.owl,0.226856,0.13313,0.518518,0.011242,0.406583,0.006024,0,1,0.434726,0,0,0,0,0.175985,0.38791,0.108753,0.191654,0.159799,0.370706,0.029852,0.25,0,0.108595,0.75,1,0,0,0,0,4.536177
ore_ont_5193.owl,0.757021,0.029406,0.038985,0.000365,0.410418,0.00011,0,1,1,0,0,0,0.828912,0.199067,0.608725,0.298259,0.831752,0.032986,0.552718,0.03773,0.6667,0,0.054297,0.3333,1,0,0,0,0,7.589842
ore_ont_12635.owl,0.351232,0.199941,0.464276,0.359143,0.562158,0.741998,0.568797,1,1,0.278988,0.007708,0,0,0.353162,0.570893,0.146447,0.480884,0.244968,0.527573,0.25309,0,0,0.511365,1,1,0,0,0,1,5.159055
ore_ont_5255.owl,0.091539,0.06405,0.378779,0.167003,0.242982,0.223214,0.189718,1,1,0.070351,0.00898,0,0,0.198388,0.31573,0.058774,0.112993,0.075003,0.241882,0.062944,0,0,0.226416,1,1,0,0,0,0.5,4.438722
ore_ont_1672.owl,0.432384,0.121217,0.439409,0.120622,0.536086,0.009009,0,0.894923,0.887931,0,0,0.376148,0.528289,0.179214,0.315136,0.365195,0.415427,0.069327,0.249166,0.042333,0.1429,0,0.054297,0.0714,0.7724,0.2276,0.0081,0,0.978571,5.572154
ore_ont_3680.owl,0.645392,0.085165,0.038148,0,0.642073,0,0,1,1,0,0,0,0,0,0,0.006397,0.259034,0.097391,0.667074,0.028957,0,0,0,0,0,0,0,0,0,6.795706
ore_ont_15010.owl,0.160112,0.119948,0.449467,0.510466,0.419265,0.566102,0.26711,0.986676,0.988201,0,0,0,0.384358,0.170052,0.380044,0.131021,0.325882,0.191969,0.377172,0.085966,0.2367,0,0.378848,0.7396,1,0,0,0,0,4.631487
ore_ont_16105.owl,0.48846,0.041199,0.169243,0.192617,0.514784,0.388985,0.572671,1,1,0,0,0,0.701382,0.18814,0.585056,0.155712,0.630813,0.070772,0.549984,0.054002,0,0,0.555529,1,1,0,0,0,0,6.165418
ore_ont_8989.owl,0.500614,0.158213,0.450821,0.634845,0.611281,0.020833,0,0.318052,0.265306,0.16425,0.000401,0.411695,0.592989,0.185049,0.305533,0.475298,0.493862,0.1873,0.282341,0.112984,0,0.0984,0.086059,0.0328,0.4844,0.5156,0,0,1,5.271289
ore_ont_2011.owl,0.356149,0.036705,0.277179,0,0.307615,0,0,1,1,0,0,0,0,0.199359,0.486945,0.047914,0.349143,0.035409,0.416192,0.040603,0,0,0,0,0,0,0,0,0,4.742029
ore_ont_15803.owl,0.911566,0.111807,0.198372,0.06474,0.857381,0.464113,0.849806,0.999954,0.999918,0.8613,0.479221,0.855997,0.221493,0.281205,0.90327,0.096331,0.977424,0.131462,0.890467,0.143523,0.0004,0,0.796741,0.999,1,0,0,0,1,14.403298
ore_ont_1833.owl,0.60783,0.148502,0.416754,0.477525,0.677359,0,0,0.473449,0.538674,0.044387,0.000012,0,0.680265,0.192374,0.393672,0.461223,0.614528,0.144566,0.362199,0.09785,0,0.0488,0,0,0.5694,0.4306,0,0,1,7.586973
ore_ont_12698.owl,0.593487,0.094829,0.395387,0.101534,0.625791,0.200032,0.617356,0.993965,0.993017,0.595134,0.223314,0.485942,0.081227,0.24687,0.675773,0.082615,0.528108,0.109827,0.639876,0.108152,0.2144,0.0084,0.556629,0.7315,1,0,0.0244,0.113821,0.814286,7.304964
ore_ont_766.owl,0.297377,0.031426,0.222013,0,0.196682,0,0,1,1,0,0,0,0.217701,0.191426,0.440697,0.048348,0.281199,0.025061,0.36292,0.028737,0,0,0,0,1,0,0,0,1,4.611815
ore_ont_3775.owl,0.138074,0.082697,0.317563,0.015458,0.294359,0.016129,0,1,1,0,0,0,0,0.179493,0.276709,0.123944,0.23329,0.027385,0.185384,0.028963,0,0,0.054297,1,0.2222,0.7778,0.642,0,0.990741,4.430817
ore_ont_307.owl,0.465409,0.166026,0.323097,0.646949,0.657977,0.540471,0.59081,1,1,0,0,0,0,0.223444,0.635808,0.107923,0.566032,0.201025,0.640838,0.148011,0.3069,0,0.662127,0.6931,1,0,0,0,0,6.098074
