Ontology,SOV,ENR,TIP,EOG,RCH,CYC,GCI,HGCI,ESUB,DSUB,CSUB,SUPECHN,SUBECHN,SUBCCHN,SUPDCHN,DSUPECHN,DSUBECHN,DSUBCCHN,DSUPDCHN,ELCLSPRT,ELAXPRT,HLC,RHLC,IHR,IIR,ITR,IND,aNOC,mNOC,tNOC,aCID,mCID,tCID,aCOD,mCOD,tCOD,aDIT,mDIT,tDIT,aNOP,mNOP,tNOP,ENUM,ENUMP,NEG,NEGP,CONJ,CONJP,DISJ,DISJP,UF,UFP,EF,EFP,VALUE,VALUEP,SELF,SELFP,MNCAR,MNCARP,MXCAR,MXCARP,CAR,CARP,OBP,OBPP,DTP,DTPP,FUN,FUNP,SYM,SYMP,TRN,TRNP,IFUN,IFUNP,ASYM,ASYMP,REFLE,REFLEP,IRREF,IRREFP,SUBP,EQVP,DISP,INV,DOMN,RANG,CHN,CHNP,ELPROP
ore_ont_12342.owl,433,7.372377622,98,3.089392022,0.239316239,3659,0,17,0.102678571,0.015625,0,141,168,4,0,4,4,2,0,0.903640257,0.774757282,145,0.212609971,74,32,17,49,0.957264957,81,448,8.542735043,83,3998,8.632478632,81,4040,0,0,0,1.207264957,5,565,4,0.0357,2,0.0179,12,0.1071,16,0.1429,17,0.1518,55,0.4911,0,0,0,0,2,0.0179,0,0,4,0.0357,49,0.9245,4,0.0755,7,0.1321,0,0,15,0.283,0,0,0,0,0,0,0,0,29,0,0,15,22,21,0,0,0.862385321
ore_ont_12351.owl,821555,1.111438674,70080,0.683294515,0.244013038,101803,431,0,0.257605106,0,0,73981,90246,0,0,19,18,0,0,1,1,6225,0.006982308,3963,0,0,747998,1.47570769,2587,143517,9.415082311,410457,915645,1.96918347,13,191509,0,0,0,1.720584455,13,167332,0,0,0,0,353,0.0149,0,0,0,0,23378,0.9851,0,0,0,0,0,0,0,0,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0.395833333,1
ore_ont_12360.owl,133,1.654135338,1,2.51965153,0,87,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.435897436,0,0,0,0,0,8,0.551724138,3,16,5.103448276,35,148,1.793103448,6,52,0,0,0,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0.6932,27,0.3068,0,0,1,0.0114,2,0.0227,0,0,0,0,0,0,0,0,11,0,0,21,58,60,0,0,0.85620915
ore_ont_12369.owl,308,1.464622642,75,2.420979883,0.618556701,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.242990654,14,0.026415094,33,0,0,112,1.103092784,8,107,3.288659794,39,319,2.051546392,9,199,0,0,0,1.762886598,9,171,0,0,0,0,0,0,7,0.1167,13,0.2167,0,0,0,0,0,0,2,0.0333,24,0.4,14,0.2333,23,0.3333,46,0.6667,0,0,0,0,1,0.0145,0,0,0,0,0,0,0,0,10,0,0,0,59,55,0,0,1
ore_ont_12372.owl,839,1.087089122,226,1.073277007,0.037887486,257,0,0,0.070888469,0,0,3,13,0,0,2,2,0,0,1,1,0,0,0,0,0,2079,1.214695752,22,1058,3.639494834,1162,3170,1.296211251,8,1129,0,0,0,1.258323766,8,1096,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12379.owl,199,2.385786802,356,1.667946037,0.501285347,546,0,0,0.649635036,0,0,353,510,0,0,79,79,0,0,1,1,0,0,0,0,0,0,1.40874036,192,548,1.910025707,192,743,2.413881748,4,939,0,0,0,1.912596401,4,744,0,0,0,0,0,0,0,0,0,0,195,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ore_ont_12382.owl,465,1.752362949,336,2.530435217,0.122605364,398,0,1,0.24556962,0,0,143,311,0,0,4,4,0,0,1,1,384,0.481203008,1,191,191,0,1.513409962,103,790,1.639846743,105,856,1.768199234,6,923,0,0,0,1.641762452,6,857,0,0,0,0,1,0.0156,0,0,0,0,63,0.9844,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,3,0.4286,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0.857142857
ore_ont_12387.owl,137348,2.302210415,178940,2.255419422,0.008483081,217474,278,0,0.364190654,0,0,0,0,0,0,0,0,0,0,1,1,54051,0.182474039,54051,0,0,0,2.138429439,52894,296196,2.148912361,52894,297648,2.302358657,46,318902,0,0,0,2.291875736,46,317450,0,0,0,0,277,0.2357,0,0,0,0,898,0.7643,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0.266666667,1
ore_ont_12397.owl,2261,1.184628975,418,2.298193336,0.00132626,418,0,0,0.002242991,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.182581786,27,2675,1.183908046,27,2678,1.185676393,4,2682,0,0,0,1.184350133,4,2679,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_12405.owl,4266,2.182881653,0,1.856143435,0.585671,12134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.188740104,846,12162,2.188642361,5,22392,0,0,0,0.999902258,1,10230,0,0,0,0,3030,0.5057,0,0,0,0,2962,0.4943,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12410.owl,18178,1.000220022,1,1.415640986,1.10E-04,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.572222222,30,10403,0.572442244,30,10407,1.000220022,4,18184,0,0,0,1,2,18180,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12414.owl,27904,1.129915042,19461,0.861958292,0.171666172,25583,0,173,0.160090406,0,0,12301,16323,0,0,11,11,0,0,1,0.999936866,7579,0.035959481,2182,0,4132,163244,1.406058806,1363,47342,6.436412236,77034,216714,1.76008316,7,59262,0,0,0,1.577962578,7,53130,0,0,0,0,173,0.0299,0,0,0,0,5607,0.9701,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0.1429,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
ore_ont_12415.owl,232,1.904411765,177,1.727405788,0.951351351,369,176,0,0.977777778,0,0,0,0,0,0,0,0,0,0,1,1,0,0,176,0,0,22,0.972972973,176,180,1.924324324,176,356,2.902702703,3,537,0,0,0,1.951351351,2,361,0,0,0,0,0,0,0,0,0,0,176,1,0,0,0,0,0,0,0,0,0,0,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,1
ore_ont_12418.owl,4803,1.521234799,821,2.544157517,0.147937411,2804,0,248,0.02586697,0,0,13,23,0,0,2,2,0,0,0.875924872,0.837684156,375,0.054904832,564,13,15,1174,1.000853485,53,3518,1.614224751,90,5674,1.473968706,9,5181,0,0,0,1.233285917,9,4335,0,0,0,0,0,0,2,0.0038,245,0.4712,84,0.1615,175,0.3365,0,0,5,0.0096,0,0,9,0.0173,501,0.94,32,0.06,0,0,3,0.0056,7,0.0131,0,0,0,0,0,0,0,0,311,48,0,12,77,183,0,0,0.838896952
ore_ont_12432.owl,3162,2.119433198,1389,2.831336418,0.501541251,6690,363,64,0.414367816,0,0.104310345,1272,1616,1142,0,50,49,15,0,1,1,3010,0.604539064,3519,3519,297,0,0.631006346,77,3480,1.544514959,85,8518,2.165185857,16,11941,0,0,0,1.251677244,16,6903,0,0,0,0,1295,0.4682,0,0,0,0,1471,0.5318,0,0,0,0,0,0,0,0,0,0,413,1,0,0,151,0.3656,0,0,26,0.063,0,0,0,0,0,0,0,0,416,0,0,207,0,0,0,0,0.74125
ore_ont_12433.owl,321,2.559649123,87,3.022151015,0.469811321,897,0,14,0.247619048,0.066666667,0,40,64,0,0,7,7,0,0,0.884688091,0.42118863,131,0.160736196,104,0,39,0,0.594339623,19,315,2.130188679,26,1129,2.694339623,19,1428,0,0,0,1.162264151,5,616,0,0,14,0.0562,58,0.2329,24,0.0964,23,0.0924,130,0.5221,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,10,0.25,0,0,0,0,0,0,0,0,29,0,0,0,1,1,0,0,1
ore_ont_12448.owl,19763,1.216021672,21435,1.172496764,0.246911226,27910,0,0,0.212259569,0,0,13331,17965,0,0,11,11,0,0,1,0.99995143,8740,0.060630025,2709,0,4341,102970,1.570126602,517,41175,5.743669921,47167,150622,2.064330384,8,54135,0,0,0,1.817342892,8,47658,0,0,0,0,0,0,0,0,0,0,6475,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,2,0.3333,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0.333333333,1
ore_ont_12451.owl,3535,2.183446357,3537,2.524064757,0.394833948,6864,12,103,0.500439883,0.004252199,0,5292,6131,3994,2,17,17,5,2,0.966229932,0.934308584,2838,0.364453576,1664,1111,177,61,1.257195572,442,6814,1.853690037,447,10047,2.205166052,20,11952,0,0,0,1.652398524,7,8956,4,0.0019,19,0.0089,209,0.0977,24,0.0112,96,0.0449,1748,0.8168,33,0.0154,6,0.0028,1,0.0005,0,0,0,0,257,0.9698,8,0.0302,5,0.0189,1,0.0038,32,0.1208,0,0,0,0,0,0,0,0,182,0,0,49,101,102,72,0.271698113,0.908088235
ore_ont_12452.owl,45475,1.044461058,2019,0.723777318,2.18E-04,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,36303,1.218685272,386,11179,5.17671427,15084,47486,1.220429521,4,11195,0,0,0,1.219993459,4,11191,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5,1
ore_ont_12468.owl,4804,1.523961063,819,2.55169114,0.147326507,2815,0,247,0.026973311,0,0,17,31,0,0,5,5,0,0,0.877382646,0.839142783,382,0.055758283,556,18,15,1155,1.001706485,53,3522,1.609499431,90,5659,1.471558589,9,5174,0,0,0,1.232650739,9,4334,0,0,0,0,0,0,2,0.0039,245,0.473,87,0.168,168,0.3243,0,0,5,0.0097,0,0,11,0.0212,498,0.9396,32,0.0604,0,0,3,0.0057,7,0.0132,0,0,0,0,0,0,0,0,308,46,0,10,74,183,0,0,0.844903988
ore_ont_12474.owl,4811,1.496453901,830,2.50647796,0.148640997,2678,0,248,0.026561175,0,0,13,23,0,0,2,2,0,0,0.87595582,0.837532134,379,0.056508126,564,13,15,1174,1.00198188,53,3539,1.613250283,90,5698,1.475651189,9,5212,0,0,0,1.234711212,9,4361,0,0,0,0,0,0,2,0.0038,245,0.4667,87,0.1657,177,0.3371,0,0,5,0.0095,0,0,9,0.0171,501,0.94,32,0.06,0,0,3,0.0056,7,0.0131,0,0,0,0,0,0,0,0,311,48,0,12,77,183,0,0,0.838896952
ore_ont_12486.owl,29712,1.000168271,2,0.00795981,6.73E-05,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.999562496,27416,29701,0.999697112,27416,29705,1.000168271,4,29719,0,0,0,1.000033654,2,29715,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12522.owl,23515,3.719130681,1881,2.921820214,0.362999086,78093,1300,0,0.704689059,0,0,809,901,0,0,5,5,0,0,1,1,820,0.009297685,24079,0,0,21399,0.916488875,91,3007,15.23041756,4660,49971,2.043889058,5,6706,0,0,0,1.572996038,4,5161,0,0,0,0,354,0.2972,0,0,0,0,837,0.7028,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0.103448276,1
ore_ont_12528.owl,31860,1.100310356,37468,0.592841037,0.311270164,59445,0,0,0.352334372,0,0,49303,60183,0,0,19,18,0,0,1,1,2588,0.004793613,0,0,2588,470571,1.498745837,504,69311,11.98518791,255562,554267,2.121394283,13,98106,0,0,0,1.810167366,13,83713,0,0,0,0,0,0,0,0,0,0,14395,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,2,0.2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_12536.owl,7942,1.817498895,5708,1.962421599,0.29841635,9258,0,3,0.245814978,1.47E-04,0,10667,12029,0,2,4,4,0,2,0.999469121,0.990481726,18,0.001306146,0,22,0,0,1.204989826,183,13620,1.518977263,183,17169,1.818012917,15,20549,0,0,0,1.504910201,4,17010,0,0,0,0,14,0.0042,5,0.0015,0,0,3353,0.9941,0,0,0,0,1,0.0003,0,0,0,0,8,0.7273,3,0.2727,2,0.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0.833333333
ore_ont_12566.owl,388,1.647435897,88,2.737593591,0.3187251,317,0,6,0,0.00390625,0,0,0,0,0,0,0,0,0,0.68,0.683018868,30,0.049586777,18,0,0,75,1.019920319,13,256,2.362549801,33,593,1.717131474,7,431,0,0,0,1.346613546,7,338,5,0.0625,1,0.0125,0,0,8,0.1,40,0.5,0,0,5,0.0625,0,0,8,0.1,11,0.1375,2,0.025,106,0.8154,24,0.1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,1,100,98,0,0,0.995689655
ore_ont_12567.owl,453116,1.676726303,263631,2.291015436,0.363103487,427300,11608,0,0.524042108,0,0,259334,297885,0,0,24,24,0,0,1,1,201225,0.289788389,210609,0,0,220948,1.298853193,11119,473306,2.268935766,114588,826807,2.087318161,1405,760625,0,0,0,1.723457271,1405,628033,0,0,0,0,293,0.0022,0,0,0,0,132023,0.9978,0,0,0,0,0,0,0,0,0,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,11,0.120879121,1
ore_ont_12584.owl,167,1.826347305,0,1.631142644,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2.051948052,75,158,0.987012987,1,76,0,0,0,0.987012987,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,75,75,0,0,1
ore_ont_12635.owl,1323,3.251744766,3842,2.937340341,0.341670835,4517,0,0,0.74199806,0,0,4886,5009,0,0,86,86,0,0,1,1,77,0.014928267,0,0,77,0,2.578789395,729,5155,2.92046023,729,5838,3.263131566,25,6523,0,0,0,2.92146073,25,5840,0,0,0,0,0,0,0,0,0,0,683,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,3,0.4286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_12651.owl,78987,1.3977798,42727,2.19737309,0.135271254,55113,0,0,0.351119072,0,0,69680,84260,0,0,27,27,0,0,1,1,34715,0.205625911,34715,0,0,47114,1.332468386,218,121701,1.983555045,45994,181168,1.603065637,100,146416,0,0,0,1.467794383,100,134061,0,0,0,0,0,0,0,0,0,0,12355,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0.1429,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
ore_ont_12653.owl,82,2.174242424,33,2.594592158,0.676056338,159,0,6,0.04,0,0,2,8,0,0,3,2,0,0,0.385714286,0.258064516,6,0.033707865,3,10,0,0,0.704225352,5,50,2.478873239,21,176,2.352112676,8,167,0,0,0,1.450704225,8,103,0,0,1,0.0208,1,0.0208,5,0.1042,2,0.0417,4,0.0833,3,0.0625,0,0,1,0.0208,11,0.2292,20,0.4167,38,0.6667,19,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,48,48,4,0.070175439,0.933333333
ore_ont_12665.owl,4375,1.007057707,92,0.276958241,0.008176243,119,0,0,0.020884797,0,0,10,20,0,0,2,2,0,0,1,1,0,0,0,0,0,12450,1.011355894,241,4453,3.847149671,6322,16939,1.02884397,2,4530,0,0,0,1.020667727,2,4494,0,0,0,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ore_ont_12676.owl,5707,3.31557336,9929,3.283944293,0.42963335,23125,0,2660,0.432658848,0,0,3880,6955,0,0,8,8,0,0,1,0.999889989,1582,0.086966082,11,0,1035,0,1.558814666,837,15518,2.886288297,1674,28733,3.324761426,13,33098,0,0,0,1.997287795,12,19883,0,0,0,0,2660,0.6219,0,0,0,0,1617,0.3781,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,5,0.1667,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0.066666667,1
ore_ont_12698.owl,15613,1.675694444,9260,2.5016087,0.096594535,11712,0,179,0.20003227,0.001694163,0,10091,13867,3622,0,12,12,2,0,0.994778371,0.993017317,10868,0.43247115,1396,5063,4032,2,1.438243314,1287,24791,1.579045077,1302,27218,1.676393804,14,28896,0,0,0,1.537158438,14,26496,0,0,0,0,357,0.2144,75,0.045,14,0.0084,1218,0.7315,1,0.0006,0,0,0,0,0,0,0,0,41,1,0,0,1,0.0244,0,0,10,0.2439,1,0.0244,0,0,0,0,0,0,16,0,0,12,12,14,4,0.097560976,0.814285714
ore_ont_1270.owl,45284,2.312560728,2160,2.860108337,0,60076,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.917301249,0,0,4182,0,0,24558,0.646623,75,6022,6.827123376,2155,63581,2.223558467,37,20708,0,0,0,1.231826479,9,11472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11312,0.9939,69,0.0061,2270,0.1995,2,0.0002,8,0.0007,90,0.0079,0,0,0,0,0,0,6790,0,0,0,10432,10452,0,0,0.996937825
ore_ont_1272.owl,38047,2.376916387,43684,2.007013794,0.054636791,55418,0,8793,0.477020063,0,0,1132,1929,0,0,8,8,0,0,1,0.999929601,44126,0.621046854,14566,14547,14752,0,1.534555221,14547,61706,1.826763821,14547,73456,2.378553132,11,95644,0,0,0,2.086344533,6,83894,0,0,0,0,219,0.0997,0,0,0,0,1978,0.9003,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,5,0.1471,8,0.2353,0,0,0,0,0,0,0,0,12,0,0,1,0,0,2,0.058823529,0.785714286
ore_ont_12721.owl,249,2.688172043,58,3.172604878,0.326086957,473,0,0,1,0,0,2,30,0,0,2,2,0,0,1,1,60,0.095087163,60,0,0,119,0.652173913,2,60,2.608695652,62,240,1.945652174,30,179,0,0,0,1.619565217,30,149,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,61,61,0,0,1
ore_ont_12723.owl,1620,1.63983248,366,2.637189677,0.271879855,1451,0,31,0.162684869,0.007394767,0,772,883,79,2,12,12,3,2,0.932124352,0.897121535,791,0.342128028,409,384,38,0,0.910409114,118,1758,1.387881926,128,2680,1.643707923,8,3174,0,0,0,1.189021233,5,2296,0,0,7,0.0133,76,0.1448,39,0.0743,28,0.0533,329,0.6267,3,0.0057,1,0.0019,18,0.0343,1,0.0019,23,0.0438,204,0.9951,1,0.0049,14,0.0683,35,0.1707,16,0.078,8,0.039,2,0,0,0,1,0,210,0,0,81,27,30,2,0.009756098,0.701877934
ore_ont_12743.owl,122914,2.144413766,84136,1.781392911,0.174236413,170374,0,33825,0.745883146,0,0,1558,3476,0,0,8,8,0,0,0.999932753,0.999930285,185622,0.994268635,58979,58973,33807,0,0.837545223,33602,124548,1.41703092,33602,210721,2.144889917,16,318958,0,0,0,1.565780802,6,232841,4,0.0002,0,0,219,0.0085,2,0.0001,4,0.0002,25681,0.9912,0,0,0,0,0,0,0,0,0,0,151,1,0,0,2,0.0132,5,0.0331,21,0.1391,0,0,0,0,0,0,0,0,108,0,0,23,33,23,66,0.437086093,0.900355872
ore_ont_12764.owl,812,1.668250951,466,2.670690951,0.228571429,703,0,0,0.485871272,0,0,972,1108,0,0,15,15,0,0,1,1,0,0,0,0,0,0,1.213333333,40,1274,1.441904762,40,1514,1.671428571,6,1755,0,0,0,1.442857143,6,1515,0,0,0,0,0,0,0,0,0,0,240,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12776.owl,7055,1.000566492,0,0.023999839,8.50E-04,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.99815864,3137,7047,0.999008499,3137,7053,1.000708215,2,7065,0,0,0,0.999858357,1,7059,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12792.owl,11700,1.26635482,6054,1.501771385,0.300335973,11673,0,245,0.401254096,0,0,5639,8790,0,0,20,20,0,0,1,0.996668147,4274,0.094632893,195,0,4465,27127,1.062035037,1339,17702,3.028077754,12170,50472,1.70050396,24,28344,0,0,0,1.363150948,24,22721,0,0,0,0,246,0.0491,0,0,0,0,4760,0.9509,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,4,0.1333,0,0,0,0,0,0,0,0,5,0,0,0,11,9,2,0.066666667,1
ore_ont_12801.owl,1754,1.202064435,364,1.356562844,0.221562357,1292,0,198,0.232377248,0,0,638,701,0,0,7,7,0,0,1,0.990773286,53,0.008136322,4,0,55,4157,0.939698492,84,2057,3.270899954,1630,7160,1.58611238,8,3472,0,0,0,1.165829146,6,2552,0,0,0,0,198,0.4082,0,0,0,0,287,0.5918,0,0,0,0,0,0,0,0,0,0,48,1,0,0,1,0.0208,4,0.0833,19,0.3958,0,0,0,0,0,0,0,0,20,0,0,11,7,19,0,0,0.814814815
ore_ont_12802.owl,16208,1.092740807,0,1.075922798,0.092857942,1657,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.814228143,911,14547,0.907086085,911,16206,1.09280197,2,19524,0,0,0,0.999944028,1,17865,0,0,0,0,0,0,0,0,0,0,1659,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12824.owl,136,3,67,2.126825894,0.802325581,414,0,0,0.207317073,0,0,10,34,0,0,4,4,0,0,0.388235294,0.385542169,18,0.044554455,0,18,0,0,0.953488372,15,82,4.593023256,55,395,3.848837209,23,331,0,0,0,1.76744186,10,152,0,0,0,0,0,0,2,0.029,0,0,27,0.3913,0,0,0,0,0,0,0,0,40,0.5797,67,0.5776,49,0.4224,31,0.2672,2,0.0172,0,0,1,0.0086,0,0,0,0,0,0,21,0,0,34,116,116,0,0,0.884735202
ore_ont_12831.owl,810,1.269135802,219,2.286518774,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.267901235,50,1027,1.267901235,50,1027,1.269135802,4,1028,0,0,0,1.269135802,4,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12836.owl,1393,3.405405405,38,3.780326699,0.213675214,3505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785407725,0.835616438,3,6.13E-04,0,1653,0,939,0.935897436,36,219,6.098290598,150,1427,1.35042735,7,316,0,0,0,1.158119658,5,271,0,0,0,0,0,0,17,0.34,0,0,0,0,0,0,0,0,4,0.08,29,0.58,0,0,110,0.9167,10,0.0833,72,0.6,0,0,0,0,4,0.0333,0,0,0,0,0,0,0,0,0,7,118,114,0,0,0.965079365
ore_ont_12839.owl,39062,1.541651733,0,0.266504214,0,21158,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.541677333,15,21159,1.541651733,15,60220,0,0,0,0.9999744,1,39061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ore_ont_12884.owl,4788,1.493989482,819,2.501824538,0.146757679,2646,0,247,0.026973311,0,0,17,31,0,0,5,5,0,0,0.877951636,0.839659179,382,0.057322929,556,18,15,1155,1.001706485,53,3522,1.609499431,90,5659,1.471558589,9,5174,0,0,0,1.232650739,9,4334,0,0,0,0,0,0,2,0.0039,245,0.4748,87,0.1686,168,0.3256,0,0,5,0.0097,0,0,9,0.0174,498,0.9396,32,0.0604,0,0,3,0.0057,7,0.0132,0,0,0,0,0,0,0,0,308,46,0,10,74,183,0,0,0.844903988
ore_ont_12892.owl,1987,1.218735363,321,1.389411816,0.187261146,467,0,0,0.697160883,0,0,487,660,0,0,5,5,0,0,1,1,0,0,0,0,0,1348,1.211464968,92,951,3.115923567,629,2446,1.594904459,6,1252,0,0,0,1.407643312,6,1105,0,0,0,0,0,0,0,0,0,0,147,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5,1
ore_ont_12898.owl,176617,14.31835856,3053369,3.320187663,0.243692724,3174215,495,0,0.944430585,0,0,23908,128380,0,0,7,7,0,0,1,1,3005343,0.944194573,2967395,0,0,0,13.63727701,37645,3181604,13.88039108,37645,3238323,14.33073441,983,3343389,0,0,0,14.08762034,983,3286670,0,0,0,0,303,0.0053,0,0,0,0,56551,0.9947,0,0,0,0,0,0,0,0,0,0,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,88,0.392857143,1
ore_ont_12901.owl,49489,4.959013124,2,2.717536992,0.579399142,221411,0,191,0,0,0,0,0,0,0,0,0,0,0,0.836676218,1,0,0,0,50977,27925,49171,0.420600858,244,294,224.2188841,49171,156729,2.051502146,4,1434,0,0,0,1.001430615,2,700,0,0,0,0,108,0.2667,0,0,114,0.2815,183,0.4519,0,0,0,0,0,0,0,0,0,0,22,0.9565,1,0.0435,1,0.0435,0,0,3,0.1304,0,0,0,0,0,0,0,0,1,0,0,2,4,4,0,0,0.866666667
ore_ont_12906.owl,81,1.160493827,14,2.243040213,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.086419753,7,88,1.086419753,7,88,1.160493827,2,94,0,0,0,1.160493827,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
